site_id,P_annual,T_mean,SR,T_season,P_season,T_cold,P_cqtr,Roughness
ct_192_eb_10,6.07454985054729,-8.25000000422514,15207.8243745055,912.070767545482,94.8364246159163,-26.5826160511387,2.7038357499294,5.76440636897557
ct_192_eb_11,6.13242804775875,-11.2547101145205,15028.0743036685,950.898527456693,92.5640824359396,-29.0152172005695,2.95526759702076,5.94173447471732
ct_192_eb_6,5.90548230279138,4.48188187911346,15705.2054505678,888.096382478595,101.031710994136,-15.8519519628347,1.66089931799462,5.76349116644843
ct_192_eb_7,5.90463987903101,1.85903685357751,15711.9405429633,874.468884488225,102.467702071358,-18.3315994318404,1.67423388400197,4.76219129541355
ct_192_eb_8,5.97721437378343,-1.17039473683998,15561.713391963,806.506608102914,100.720818362536,-19.6144100231307,1.93451854453976,5.52343205948143
ct_192_eb_9,6.01782140088006,-5.01318005285321,15414.2665254952,858.033950132328,97.7056611846766,-23.4425043274084,2.34927657680392,5.57746278854117
ct_122_eb_10,6.76488348633054,-2.60848213306495,12897.7380371094,639.791901753271,89.2156459263393,-15.4392856870379,2.95112526729173,6.5619942816035
ct_122_eb_11,6.76156674060414,-4.90833330154419,12965.1665039062,643.746339292883,88.0426483154297,-17.5,3.02012735563871,6.54821910276237
ct_122_eb_3,6.81685573731353,14.954569847353,13267.9031943044,576.510379656697,100.308571107926,1.63225806143976,2.79194537619045,6.52715801617166
ct_122_eb_4,6.84186997590659,13.5348602349942,13036.2431525858,583.079555649114,98.6562183657263,0.116987179160819,2.84168694304568,5.80831312525727
ct_122_eb_5,6.8355135849294,11.5124392493661,12914.4363325257,588.589269484237,96.2740173289285,-2.08237242726813,2.87476520617054,6.30733421749652
ct_122_eb_6,6.8322705315621,9.3250858090835,12853.8518842963,576.495521261923,94.331554910411,-4.21617085682718,2.91257812027006,6.56925762593759
ct_122_eb_7,6.82069711815284,6.77089394861697,12846.386999121,574.978310274176,92.8915047335694,-6.63753637333268,2.93218827449792,6.62764547971374
ct_122_eb_8,6.79847687338076,3.58330300931847,12839.5981381346,586.04705501775,91.3633509806671,-9.53711790601239,2.94271766704913,6.57536534874232
ct_122_eb_9,6.78938258837235,0.415111710901197,12806.1700280231,608.172815933822,89.9980847455453,-12.4902174092721,2.96297257092975,6.42226328970263
ct_54_eb_10,6.0267319106381,-9.83358975923978,15743.6845853365,905.153868849036,104.819353074294,-27.4676922724797,2.22227498345262,5.92537275359127
ct_54_eb_7,5.87801302951086,-0.617901235806684,16195.6004077027,894.972799135873,105.346907816301,-19.988564344889,1.65518073490275,2.62477689855847
ct_54_eb_8,5.99515816902142,-5.38216704163525,16069.962708479,888.621646719196,106.446598422962,-24.0708233106305,1.74960608018963,4.84119562827762
ct_54_eb_9,5.99867245980749,-7.64461320023056,15957.7811900773,913.414376717942,106.373066082905,-26.2572903760583,1.94573627466332,5.29683437156961
ct_81_eb_5,6.7799127300557,13.3294068625696,15024.841601073,475.025908848206,57.8370047930189,0.73333333692231,4.3507573974545,5.31601155162097
ct_81_eb_6,6.77279987291324,11.2189007541543,14865.6057292115,488.761444324176,59.9315054806079,-1.3044107506895,4.27970786624028,5.86948264204564
ct_81_eb_7,6.77503889319454,8.07393251450594,14702.8287948735,499.290968303171,62.1100717717951,-4.37421487027949,4.2039383229854,5.97075050986739
ct_81_eb_8,6.77187462073785,4.91118914089846,14506.0702686096,524.110242632606,64.0802150254839,-7.61460674478767,4.12802309016364,6.08944434482396
ct_81_eb_9,6.7674814016499,2.02884615384615,14323.0383864183,569.69801253563,65.8571959275466,-10.5769231502826,4.05044553663898,5.77175718179879
ct_79_eb_10,5.95280888574992,-2.64895233467603,16360.1477952055,630.486035238861,102.169714050879,-17.195009589119,2.44276091451941,6.41331086331293
ct_79_eb_11,6.05019118221344,-6.08878089803638,16166.5028342896,675.130162564132,98.0233065378533,-20.4926236143523,2.73129556637766,6.12695151245782
ct_79_eb_12,6.08959115884437,-8.59225261583924,16073.1028671265,722.273230252741,97.6126294732094,-23.2757812440395,2.87186199201784,6.11261415292059
ct_79_eb_7,5.92484942645491,8.2769030217941,16998.4419039213,595.22679292218,117.056384086609,-7.05432694233381,1.44422586001877,6.20491629319422
ct_79_eb_8,5.81451877059333,5.3652626891499,16854.3903879359,585.407261908716,118.253866900568,-9.72228262130765,1.50662411739708,6.48124854416269
ct_79_eb_9,5.81518335778525,1.91810845198582,16644.5216809627,593.232392392477,112.000294375082,-13.0600652808853,1.91144083195188,6.56620691279418
ct_74_eb_4,6.01971314234861,7.958874454746,15013.958882914,926.773910559957,93.4230773727615,-12.1506493556035,1.59005800327167,4.98626692956346
ct_74_eb_5,6.04067120560473,6.36353823434639,15174.0118945527,883.692952008412,95.6313720100143,-13.2144895651992,1.458370943591,5.71288652492606
ct_74_eb_6,6.12994021434427,3.76567029030174,15076.1375001036,836.024024971122,95.7292915862034,-14.6389713580636,1.6381153146082,5.68286016215114
ct_74_eb_7,6.21754432235132,0.921100370889156,14956.7103105577,782.998932963232,95.6463525171438,-16.3469613375585,1.88547739857546,5.76032517639836
ct_74_eb_8,6.30976517468044,-2.091471354448,14785.2057533264,761.571777733557,95.2710575163364,-18.6785156279802,2.09086411647673,6.16919777346628
ct_74_eb_9,6.36350547862976,-4.4806372979108,14663.5098805147,778.882927779682,94.6444448583266,-20.6941177704755,2.32028254968868,6.19674559831296
ct_77_eb_3,6.6282194628048,19.5978826479195,14726.7772416258,473.675573558726,85.5138757119771,7.01993464722353,3.41674199030443,5.79482766331645
ct_77_eb_4,6.65283817534571,16.8022095146429,14569.4092907695,458.610240371241,83.236050457494,4.64975449769665,3.50953948444687,6.04797320510384
ct_77_eb_5,6.68516604957133,14.2209425950079,14375.5080511118,464.566868330443,81.2268615558974,2.0101311057362,3.59223813941226,6.02495911524839
ct_77_eb_6,6.70283574969109,12.0997727567499,14253.2666637074,477.429630707605,79.6037368774414,-0.304545455019582,3.63292820962651,5.97904442134443
ct_77_eb_7,6.71295620067707,9.92500019073486,14023.6669921875,494.908164781286,77.7316055297852,-2.59999990463257,3.68887945411394,6.37672694789863
ct_134_eb_10,5.73564514555459,-0.549672835031173,17056.1251351176,680.116999967749,133.563237285581,-16.5892424693944,1.28319730207418,6.24021229792264
ct_134_eb_11,5.62758125919292,-4.49772861183384,16776.6355356226,671.418885472883,129.89509674396,-19.8322379374861,1.5571974780729,6.07633725657629
ct_134_eb_12,5.59309632400291,-7.31203195090229,16658.4796538482,705.816097807705,128.13998903455,-22.5785472908536,1.78100565496838,5.96953508445557
ct_134_eb_13,5.55682806169954,-11.0291662216187,16493.916015625,769.363547311133,127.828369140625,-26.3999996185303,1.94591014905531,6.02344759296103
ct_134_eb_8,5.9690273201209,5.34775016368249,17425.8398056774,684.928880185361,141.333607932048,-12.187524371677,0.674348755614131,4.71055827724852
ct_134_eb_9,5.8528018194954,2.76156618154143,17260.3326711992,713.759741459292,138.405669976031,-14.4180209852296,0.812016823458384,6.06462439737732
ct_133_eb_2,6.94244692686355,20.8499999046326,15997.5,433.756241680128,83.8131637573242,9.07499980926514,3.91202300542815,6.25856057289365
ct_133_eb_3,6.86737185343866,19.6541479471568,15804.7875712627,427.068685477923,80.8961099848017,8.04504504504505,3.91088766857647,6.18187493550127
ct_133_eb_4,6.8116253586052,17.0937398246773,15593.337657701,435.455604138836,77.8782121839178,5.04007820183464,3.92081324464834,6.03682777225387
ct_133_eb_5,6.81493521341948,14.5295781396439,15404.1078198159,439.681755273526,76.2479993579878,2.5011350702617,3.96237715498792,5.97718830359516
ct_133_eb_6,6.83908659752077,12.1641806995167,15170.6750919118,439.767210287453,74.9759177841058,0.536974795162678,4.02342593926087,5.86615823457344
ct_202_eb_10,4.15078454252294,-6.76060194148539,15084.7176538849,878.058824454737,91.2603379361882,-23.6889997741604,1.61771429578943,6.33672500741912
ct_202_eb_11,4.36985825639276,-10.1340731624578,14954.8836801542,910.156941090613,97.9143583373773,-27.171516639792,1.66504201670983,6.13631736132445
ct_202_eb_12,4.60785474554828,-14.1271851910734,14718.0716929656,919.133480025943,101.087813993787,-30.2962826321928,2.03511564423485,6.20585994032239
ct_202_eb_13,4.85935107439586,-18.196099584264,14454.8125238634,932.477497760402,104.741693912592,-33.5473683292704,2.37659180985241,6.26359573090786
ct_202_eb_14,5.18204383487848,-22.3681666564941,14104.7533203125,965.886628442908,107.717149963379,-37.1800001525879,2.68532102163114,6.75077712738981
ct_202_eb_15,5.4610591213873,-24.9791669845581,13786.25,967.33251320124,110.153053283691,-39.0499992370605,2.86179255097619,6.94049884576339
ct_202_eb_3,3.43729487014846,12.9690211832172,16087.8876231255,1192.88689695244,58.5542960991325,-13.8219671316137,1.38645875961054,2.66262076636534
ct_202_eb_4,3.33765939838128,11.5180692082384,15992.8153479614,1082.92476057406,64.4208998654778,-13.6693942562047,1.37284270204669,4.20681625734506
ct_202_eb_5,3.34802924005685,9.04191124753499,15854.2603731876,985.716343842436,72.6115613605519,-13.7546572851171,1.16101372825309,5.66934721036527
ct_202_eb_6,3.42176785624741,6.42064276572457,15687.5949909116,906.191492130747,79.3585532186282,-14.2045985595699,0.990369624326136,6.12054615055824
ct_202_eb_7,3.55618804683261,3.22112106232002,15539.6937534561,833.029278463062,81.7141764595121,-15.1870953811362,1.07294185771075,6.58383500725309
ct_202_eb_8,3.73502849213705,0.178562535846422,15353.0822647415,812.039685082969,83.965898905124,-16.8347334453478,1.24905872841454,6.62366337039339
ct_202_eb_9,3.93279889970086,-3.15640016533584,15181.0180544469,827.104470995061,86.504431880046,-19.6579775856958,1.44273900959491,6.56214314539444
ct_85_eb_10,5.79626002861567,-0.571007772150053,16828.4166079567,631.244533590993,49.3931502380068,-14.8344444416818,4.78209939923762,5.42374281578317
ct_85_eb_11,5.71825520157621,-4.73475294971702,16620.1081340895,706.16755624539,53.2400561883262,-19.8093961393504,4.79372999042529,6.1746026478686
ct_85_eb_12,5.64841056116685,-8.48144436195362,16450.4193908869,748.574710324338,56.4616413978376,-23.5338192347535,4.73290798313516,6.24610038460581
ct_85_eb_13,5.69845046690028,-13.0661915310642,16112.9005790844,777.422392060551,61.2459476872494,-27.701754402696,4.6669937376282,6.73132783740521
ct_85_eb_14,5.69605469517913,-17.2965277036031,15841.9445800781,793.823834247995,70.6278603871663,-31.2666664123535,4.51560901067532,7.2162787245452
ct_85_eb_15,5.66931579993175,-20.6208343505859,15586.2915039062,849.798359005148,82.9766578674316,-34.8500003814697,4.32305698574154,7.03076561059291
ct_85_eb_4,6.98564181763921,14.970832824707,16940.833984375,483.948990518079,118.781837463379,1.79999995231628,2.83321334405622,6.59030104819669
ct_85_eb_5,7.00468208330345,13.5298245078639,16775.6578947368,483.478721062028,117.762322275262,0.563157885482437,3.0611445694828,6.74512249445469
ct_85_eb_6,6.85954377909928,11.0043698752799,16716.9878525152,482.034437843156,103.085842411693,-1.61219512280531,3.71346047443915,6.5938246848409
ct_85_eb_7,6.63705609552711,8.39072280035493,16657.0561604368,492.812308395785,78.1603657422145,-4.17790055340825,4.25673216881095,6.73720493026915
ct_85_eb_8,6.33725752661787,5.03124999461201,16708.6551410222,525.380875273821,45.6880895000393,-7.88559321764499,4.67756168697579,6.76097256162638
ct_85_eb_9,6.00461747575764,1.99513236562982,16859.1025719202,577.791422503448,40.8738461645183,-11.7844288121553,4.79467086608241,6.08336461583202
ct_179_eb_10,6.44378088072057,-8.22206785060741,14336.000072338,889.731695502677,92.037956237793,-25.3481479927346,2.77396486144097,5.8712374491134
ct_179_eb_5,6.13780107585306,6.00015431156865,15043.5975477431,870.427091584996,94.6450684724031,-13.4200000127157,1.59740372525242,5.55321294109677
ct_179_eb_6,6.20624736820824,3.97024793408134,14942.8261605759,839.910611304961,94.7823113055269,-14.5715702466728,1.74946297153074,5.91142221283913
ct_179_eb_7,6.29637439911791,1.11785796781704,14741.3520836496,788.48884435899,93.9706133565168,-16.4442054184669,2.02350845037144,5.65932958817075
ct_179_eb_8,6.36832893407812,-1.34249300935127,14559.7613487451,758.615038473028,93.3859075537796,-18.3592500983051,2.22865811582481,5.57907000390562
ct_179_eb_9,6.41089664863831,-4.23661374667334,14467.8489459325,782.095167096814,93.1585955180819,-20.831111102634,2.48283120505196,5.78266808065798
ct_178_eb_10,6.34292048571305,-5.27175919214884,14696.8424479167,773.401011053179,93.9461907280816,-21.9777776930067,2.58009896560241,5.91895753107849
